# pinyin	word	lcid	rcid	mid	value
aiyingshan	愛鷹山	1288	1288	385	-14.210000038146973
aiyizi	愛依子	1291	1291	501	-16.545900344848633
aiyong	愛用	1283	1283	375	-10.126899719238281
aiyongzhe	愛用者	1283	1298	17	-12.959400177001953
aiyongzhong	愛用中	1283	1305	17	-13.232600212097168
aiyou	愛友	1285	1285	501	-18.28529930114746
aiyou	愛祐	1291	1291	501	-17.239099502563477
aiyu	愛慾	1285	1285	501	-18.28529930114746
aiyu	愛欲	1285	1285	389	-13.921600341796875
aiyu	愛育	1283	1283	419	-14.704899787902832
aiyu	愛語	1285	1285	501	-18.28529930114746
aiyuan	哀願	1283	1283	495	-14.248100280761719
aiyuan	愛媛	1293	1293	473	-9.47130012512207
aiyuan	癌原	1285	1285	501	-18.28529930114746
aiyuandaxue	愛媛大学	1292	1292	187	-11.485199928283691
aiyuanxian	愛媛県	1293	1293	397	-9.031999588012695
aiyuanxianbafanbangshi	愛媛県八幡浜市	1293	1293	266	-12.93529987335205
aiyuanxianchushen	愛媛県出身	1288	1288	14	-14.113699913024902
aiyuanxiandazhoushi	愛媛県大洲市	1293	1293	266	-12.655799865722656
aiyuanxianjinzhishi	愛媛県今治市	1293	1293	266	-11.447699546813965
aiyuanxiannei	愛媛県内	1288	1288	501	-14.274399757385254
aiyuanxiansiguozhongyangshi	愛媛県四国中央市	1293	1293	266	-12.777799606323242
aiyuanxiansongshanshi	愛媛県松山市	1293	1293	266	-10.579899787902832
aiyuanxianxinjubangshi	愛媛県新居浜市	1293	1293	266	-12.167400360107422
aiyuanxianxitiaoshi	愛媛県西条市	1293	1293	266	-12.413000106811523
aiyuanxianyuezhi	愛媛県越智	1293	1293	309	-12.94219970703125
aiyuanxianyuhedaoshi	愛媛県宇和島市	1293	1293	266	-12.112000465393066
aiyuanxianzhishi	愛媛県知事	1288	1288	156	-14.347900390625
aiyuanxinwen	愛媛新聞	1292	1292	201	-12.148500442504883
aiyun	哀韻	1285	1285	501	-18.28529930114746
aiza	挨拶	1283	1283	451	-8.854499816894531
aizabu	挨拶部	1283	1298	17	-12.630000114440918
aizang	愛蔵	1283	1283	312	-14.020600318908691
aizangban	愛蔵版	1288	1288	136	-12.995200157165527
aizao	愛造	1291	1291	501	-15.138999938964844
aize	哀澤	1290	1290	501	-16.572500228881836
aize	愛沢	1290	1290	501	-12.340700149536133
aize	愛澤	1290	1290	501	-14.903400421142578
aizeng	愛憎	1285	1285	322	-12.699799537658691
aizhe	愛着	1283	1283	252	-11.146499633789062
aizheng	愛正	1291	1291	501	-15.852800369262695
aizhezhanghai	愛着障害	1288	1288	501	-12.90369987487793
aizhi	愛執	1285	1285	501	-16.60569953918457
aizhi	愛智	1293	1293	392	-16.41830062866211
aizhi	愛治	1291	1291	501	-14.040399551391602
aizhi	愛知	1290	1290	473	-10.817299842834473
aizhibei	愛知杯	1288	1288	303	-14.081500053405762
aizhichuan	愛知川	1293	1293	176	-16.130599975585938
aizhidaxue	愛知大学	1292	1292	187	-11.666099548339844
aizhihangkongji	愛知航空機	1292	1292	281	-12.495699882507324
aizhihuanzhuangzhidao	愛知環状鉄道	1288	1288	162	-13.579000473022461
aizhijiaoyudaxue	愛知教育大学	1292	1292	187	-11.881400108337402
aizhijun	愛知郡	1288	1288	72	-13.383500099182129
aizhiliao	癌治療	1288	1288	257	-13.532899856567383
aizhiwanbo	愛知万博	1288	1288	224	-12.943099975585938
aizhixian	愛知県	1293	1293	397	-8.118399620056152
aizhixiananchengshi	愛知県安城市	1293	1293	266	-12.93019962310791
aizhixianbantianshi	愛知県半田市	1293	1293	266	-12.508500099182129
aizhixianchanghuashi	愛知県常滑市	1293	1293	266	-12.8725004196167
aizhixianchunrijingshi	愛知県春日井市	1293	1293	266	-12.065099716186523
aizhixianchushen	愛知県出身	1288	1288	14	-12.80519962310791
aizhixiandafushi	愛知県大府市	1293	1293	266	-12.675299644470215
aizhixiandaozeshi	愛知県稲沢市	1293	1293	266	-12.666199684143066
aizhixiangangqishi	愛知県岡崎市	1293	1293	266	-11.398799896240234
aizhixianjing	愛知県警	1288	1288	12	-13.54069995880127
aizhixianjingcha	愛知県警察	1292	1292	110	-11.582500457763672
aizhixianlaihushi	愛知県瀬戸市	1293	1293	266	-12.43649959564209
aizhixianlichuanshi	愛知県豊川市	1293	1293	266	-12.14780044555664
aizhixianliqiaoshi	愛知県豊橋市	1293	1293	266	-11.323800086975098
aizhixianlitianshi	愛知県豊田市	1293	1293	266	-11.309599876403809
aizhixianmin	愛知県民	1288	1288	501	-13.026100158691406
aizhixianmingguwushi	愛知県名古屋市	1293	1293	14	-9.908100128173828
aizhixianmingguwushizhongcunqu	愛知県名古屋市中村区	1293	1293	99	-12.486499786376953
aizhixianmingguwushizhongqu	愛知県名古屋市中区	1293	1293	501	-12.081700325012207
aizhixiannei	愛知県内	1288	1288	501	-13.449299812316895
aizhixianpujunshi	愛知県蒲郡市	1293	1293	266	-12.746199607849121
aizhixianquanshanshi	愛知県犬山市	1293	1293	266	-12.038999557495117
aizhixiantiyuguan	愛知県体育館	1293	1293	316	-12.351200103759766
aizhixianxiaomushi	愛知県小牧市	1293	1293	266	-11.746999740600586
aizhixianxinchengshi	愛知県新城市	1293	1293	266	-12.785099983215332
aizhixianxiweishi	愛知県西尾市	1293	1293	266	-12.358799934387207
aizhixianyigongshi	愛知県一宮市	1293	1293	266	-11.597599983215332
aizhixianyigushi	愛知県刈谷市	1293	1293	266	-12.475600242614746
aizhixianzhiduo	愛知県知多	1293	1293	309	-11.831600189208984
aizhixianzhishi	愛知県知事	1288	1288	191	-13.32979965209961
aizhixianzhishixuan	愛知県知事選	1288	1288	501	-13.999699592590332
aizhixianzhishixuanju	愛知県知事選挙	1288	1288	472	-13.98960018157959
aizhixueyuandaxue	愛知学院大学	1292	1292	187	-11.602700233459473
aizhizhu	愛之助	1291	1291	285	-12.792499542236328
aizhong	愛重	1283	1283	501	-14.407400131225586
aizhong	癌腫	1285	1285	457	-14.779199600219727
aizhou	愛州	1290	1290	501	-14.473999977111816
aizhou	愛洲	1290	1290	32	-16.83489990234375
aizhuang	愛荘	1293	1293	501	-16.823699951171875
aizi	愛子	1285	1285	370	-13.95580005645752
aizi	碍子	1285	1285	284	-14.402799606323242
aizineiqinwang	愛子内親王	1289	1289	46	-12.759699821472168
aji	阿基	1289	1289	501	-17.263700485229492
ajia	阿嘉	1290	1290	501	-14.277700424194336
ajia	阿迦	1293	1293	501	-17.51689910888672
ajian	阿兼	1291	1291	501	-17.644500732421875
ajian	阿見	1293	1293	81	-12.9753999710083
ajiang	阿江	1290	1290	501	-16.83489990234375
ajianting	阿見町	1293	1293	309	-12.831700325012207
ajiao	阿嬌	1285	1285	501	-18.28529930114746
ajiao	阿膠	1285	1285	501	-18.28529930114746
ajiliang	阿伎良	1291	1291	501	-16.951400756835938
ajimo	阿笈摩	1285	1285	501	-17.975099563598633
ajing	阿井	1290	1290	159	-13.669400215148926
ajinhezhi	阿津賀志	1293	1293	501	-16.823699951171875
ajinjiazhi	阿津加志	1293	1293	501	-16.823699951171875
ajinzi	阿津子	1291	1291	501	-15.041799545288086
ajiu	阿久	1290	1290	497	-11.69789981842041
ajiubi	阿久比	1293	1293	72	-13.302300453186035
ajiugen	阿久根	1293	1293	309	-12.216099739074707
ajiugenshi	阿久根市	1293	1293	18	-12.918399810791016
ajiuhe	阿久和	1293	1293	200	-13.721400260925293
ajiujin	阿久津	1290	1290	344	-11.430399894714355
ajiujinrenai	阿久津仁愛	1289	1289	122	-16.524999618530273
ajiuli	阿久理	1291	1291	501	-17.239099502563477
ajiumo	阿久魔	1291	1291	501	-16.951400756835938
ajiuyou	阿久悠	1289	1289	223	-11.53439998626709
ajiuze	阿久沢	1290	1290	501	-15.611100196838379
ajiuze	阿久澤	1290	1290	501	-14.833399772644043
ajizi	阿紀子	1291	1291	501	-15.698599815368652
ajugen	阿具根	1290	1290	501	-15.805299758911133
aketao	阿克陶	1293	1293	501	-16.823699951171875
alabiya	阿剌比亞	1293	1293	501	-16.823699951171875
alagou	阿拉溝	1293	1293	501	-16.823699951171875
alaijian	阿瀬見	1290	1290	501	-16.83489990234375
alaiye	阿頼耶	1285	1285	501	-17.975099563598633
alaiyeshi	阿頼耶識	1288	1288	365	-14.139200210571289
alaji	阿剌吉	1285	1285	501	-17.975099563598633
alan	阿蘭	1289	1289	104	-17.04050064086914
alantuo	阿蘭陀	1294	1294	251	-12.123800277709961
alashan	阿拉善	1293	1293	501	-16.823699951171875
aleitan	阿勒坦	1289	1289	501	-17.04050064086914
ali	阿理	1291	1291	501	-15.341899871826172
ali	阿礼	1290	1290	392	-15.399800300598145
ali	阿里	1290	1290	128	-16.83489990234375
ali	阿離	1285	1285	501	-18.380599975585938
aliang	阿良	1293	1293	501	-11.58240032196045
aliangjiazhibigu	阿良加志比古	1289	1289	501	-17.04050064086914
aliboshi	阿笠博士	1289	1289	49	-12.832900047302246
aliqideng	阿利期等	1289	1289	501	-17.04050064086914
alishan	阿里山	1293	1293	385	-12.675299644470215
aliunai	阿留奈	1291	1291	501	-17.239099502563477
aliye	阿里耶	1291	1291	501	-17.239099502563477
alizi	阿里子	1291	1291	501	-15.852800369262695
alizuo	阿利佐	1291	1291	501	-17.239099502563477
alu	阿鹿	1291	1291	501	-17.239099502563477
aluo	阿羅	1290	1290	128	-12.475600242614746
aluoben	阿羅本	1289	1289	501	-17.04050064086914
aluohan	阿羅漢	1285	1285	365	-14.23270034790039
ama	阿媽	1285	1285	501	-17.33329963684082
ama	阿瑪	1285	1285	501	-17.975099563598633
amaheli	阿麻和利	1289	1289	501	-17.04050064086914
aman	阿満	1290	1290	501	-12.029199600219727
amei	阿毎	1290	1290	501	-16.83489990234375
ami	阿弥	1285	1285	238	-13.961199760437012
amituo	阿弥陀	1288	1288	32	-18.019500732421875
amituo	阿彌陀	1288	1288	501	-18.019500732421875
amituofo	阿弥陀仏	1288	1288	32	-13.03030014038086
amituorulai	阿弥陀如来	1285	1285	404	-12.356100082397461
amituosanzun	阿弥陀三尊	1288	1288	435	-13.863499641418457
amituosi	阿弥陀寺	1293	1293	404	-12.322099685668945
amituotang	阿弥陀堂	1293	1293	404	-11.719300270080566
amoheli	阿摩和利	1289	1289	501	-17.04050064086914
amu	阿木	1290	1290	122	-19.12700080871582
amujin	阿木津	1290	1290	501	-16.83489990234375
amuyaozi	阿木燿子	1289	1289	122	-19.12700080871582
an	㛺	1288	1288	501	-6.5
an	㜝	1288	1288	501	-6.5
an	㞄	1288	1288	501	-6.5
an	㟁	1288	1288	501	-6.5
an	㫨	1288	1288	501	-6.5
an	㱘	1288	1288	501	-6.5
an	㸩	1288	1288	501	-6.5
an	㽢	1288	1288	501	-6.5
an	䀂	1288	1288	501	-6.5
an	䅁	1288	1288	501	-6.5
an	䅖	1288	1288	501	-6.5
an	䜙	1288	1288	501	-6.5
an	䢿	1288	1288	501	-6.5
an	䬓	1288	1288	501	-6.5
an	䮗	1288	1288	501	-6.5
an	䯥	1288	1288	501	-6.5
an	侒	1288	1288	501	-6.5
an	俺	1306	1306	17	-5.232999801635742
an	儑	1288	1288	501	-6.5
an	唵	1288	1288	501	-6.5
an	啽	1288	1288	501	-6.5
an	垵	1288	1288	501	-6.5
an	埯	1288	1288	501	-6.5
an	堓	1288	1288	501	-6.5
an	婩	1288	1288	501	-6.5
an	媕	1288	1288	501	-6.5
an	安	1288	1288	501	-30.0
an	岸	1293	1293	432	-17.51689910888672
an	峖	1288	1288	501	-6.5
an	庵	1288	1288	501	-30.0
an	按	1285	1285	128	-18.198299407958984
an	揞	1288	1288	501	-6.5
an	晻	1288	1288	501	-6.5
an	暗	1285	1285	183	-18.486000061035156
an	案	1285	1285	436	-10.176400184631348
an	桉	1288	1288	501	-6.5
an	氨	1288	1288	501	-6.5
an	洝	1288	1288	501	-6.5
an	犴	1288	1288	501	-6.5
an	玵	1288	1288	501	-6.5
an	痷	1288	1288	501	-6.5
an	盦	1288	1288	501	-6.5
an	盫	1288	1288	501	-6.5
an	罯	1288	1288	501	-6.5
an	胺	1288	1288	501	-6.5
an	腤	1288	1288	501	-6.5
an	荌	1288	1288	501	-6.5
an	菴	1288	1288	501	-30.0
an	萻	1288	1288	501	-6.5
an	葊	1288	1288	501	-6.5
an	蓭	1288	1288	501	-6.5
an	誝	1288	1288	501	-6.5
an	諳	1288	1288	501	-30.0
an	谙	1288	1288	501	-6.5
an	豻	1288	1288	501	-6.5
an	貋	1288	1288	501	-6.5
an	銨	1288	1288	501	-6.5
an	錌	1288	1288	501	-6.5
an	铵	1288	1288	501	-6.5
an	闇	1288	1288	501	-30.0
an	隌	1288	1288	501	-6.5
an	雸	1288	1288	501	-6.5
an	鞌	1288	1288	501	-6.5
an	鞍	1288	1288	501	-30.0
an	韽	1288	1288	501	-6.5
an	馣	1288	1288	501	-6.5
an	鮟	1288	1288	501	-30.0
an	鵪	1288	1288	501	-6.5
an	鶕	1288	1288	501	-6.5
an	鹌	1288	1288	501	-6.5
an	黯	1288	1288	501	-30.0
an	鿷	1288	1288	501	-6.5
an	𠉬	1288	1288	501	-6.5
an	𠰑	1288	1288	501	-6.5
an	𠽪	1288	1288	501	-6.5
an	𡎑	1288	1288	501	-6.5
an	𡪁	1288	1288	501	-6.5
an	𡪙	1288	1288	501	-6.5
an	𡯏	1288	1288	501	-6.5
an	𡹼	1288	1288	501	-6.5
an	𡽜	1288	1288	501	-6.5
an	𢰍	1288	1288	501	-6.5
an	𣆛	1288	1288	501	-6.5
an	𣚖	1288	1288	501	-6.5
an	𣣚	1288	1288	501	-6.5
an	𣵱	1288	1288	501	-6.5
an	𣽥	1288	1288	501	-6.5
an	𤃷	1288	1288	501	-6.5
an	𤜁	1288	1288	501	-6.5
an	𤞿	1288	1288	501	-6.5
an	𤟉	1288	1288	501	-6.5
an	𥏮	1288	1288	501	-6.5
an	𥦍	1288	1288	501	-6.5
an	𥳬	1288	1288	501	-6.5
an	𦺽	1288	1288	501	-6.5
an	𧖮	1288	1288	501	-6.5
an	𧩸	1288	1288	501	-6.5
an	𧫥	1288	1288	501	-6.5
an	𧫧	1288	1288	501	-6.5
an	𧮍	1288	1288	501	-6.5
an	𨲊	1288	1288	501	-6.5
an	𩅝	1288	1288	501	-6.5
an	𩈴	1288	1288	501	-6.5
an	𩓤	1288	1288	501	-6.5
an	𩭢	1288	1288	501	-6.5
an	𩹎	1288	1288	501	-6.5
an	𩽾	1288	1288	501	-6.5
an	𪁟	1288	1288	501	-6.5
an	𪘒	1288	1288	501	-6.5
an	𫗊	1288	1288	501	-6.5
an	𬮴	1288	1288	501	-6.5
an	𬴁	1288	1288	501	-6.5
an	𬸝	1288	1288	501	-6.5
an	𱊣	1288	1288	501	-6.5
an	𱏋	1288	1288	501	-6.5
ana	阿娜	1287	1287	501	-16.784900665283203
ana	阿那	1290	1290	8	-12.132599830627441
anagemu	阿納葛木	1289	1289	501	-17.04050064086914
anami	安阿弥	1289	1289	501	-17.04050064086914
anan	俺俺	1288	1288	501	-13.483499526977539
anan	暗暗	1285	1285	501	-18.28529930114746
anan	暗闇	1285	1285	91	-10.987299919128418
anan	阿南	1293	1293	106	-13.527899742126465
anan	阿難	1289	1289	443	-15.066399574279785
ananshi	阿南市	1293	1293	18	-11.668999671936035
ananweiji	阿南惟幾	1289	1289	106	-12.824000358581543
anba	安八	1293	1293	309	-12.390899658203125
anbajun	安八郡	1288	1288	72	-13.979700088500977
anban	安坂	1290	1290	501	-16.04640007019043
anban	暗坂	1290	1290	501	-16.83489990234375
anbang	安邦	1291	1291	501	-15.041799545288086
anbao	安保	1285	1285	131	-12.274399757385254
anbaodouzheng	安保闘争	1288	1288	131	-12.779999732971191
anbaoli	安保理	1292	1292	209	-11.243800163269043
anbaolijueyi	安保理決議	1288	1288	209	-13.565799713134766
anbaoliuhuiye	安保瑠輝也	1289	1289	122	-16.052000045776367
anbaotiaoyue	安保条約	1288	1288	209	-13.779000282287598
anbei	安倍	1293	1293	278	-10.528800010681152
anbei	安北	1290	1290	440	-12.791799545288086
anbeichuan	安倍川	1288	1288	176	-13.81760025024414
anbeigaizaoneige	安倍改造内閣	1288	1288	191	-13.747099876403809
anbeijinsan	安倍晋三	1288	1288	278	-10.710000038146973
anbeijinsanshouxiang	安倍晋三首相	1288	1288	278	-12.61340045928955
anbeijintailang	安倍晋太郎	1289	1289	191	-12.439399719238281
anbeikuanxin	安倍寛信	1289	1289	122	-19.125
anbeineige	安倍内閣	1288	1288	278	-12.931900024414062
anbeiqingming	安倍晴明	1289	1289	10	-11.420900344848633
anbeishi	安倍氏	1288	1288	464	-11.995699882507324
anbeishouxiang	安倍首相	1288	1288	278	-11.871399879455566
anbeiyangzi	安倍洋子	1289	1289	122	-21.530000686645508
anbeiyuanshouxiang	安倍元首相	1288	1288	501	-12.538000106811523
anbeizhaohui	安倍昭恵	1289	1289	191	-11.989999771118164
anbeizhengquan	安倍政権	1288	1288	278	-11.42770004272461
anbeizongli	安倍総理	1288	1288	278	-12.271699905395508
anben	安本	1290	1290	497	-12.496299743652344
anben	岸本	1293	1293	439	-13.022700309753418
anbenjiashizi	岸本加世子	1289	1289	122	-17.159000396728516
anbenlisha	岸本理沙	1289	1289	122	-14.815999984741211
anbenqishi	岸本斉史	1289	1289	122	-19.03700065612793
anbenzhouping	岸本周平	1289	1289	122	-14.163000106811523
anbenzi	岸本梓	1289	1289	122	-13.640000343322754
anbi	岸壁	1285	1285	469	-12.20479965209961
anbian	安邊	1290	1290	501	-16.83489990234375
anbian	岸辺	1285	1285	220	-13.092599868774414
anbian	闇弁	1285	1285	501	-18.28529930114746
anbianluban	岸辺露伴	1289	1289	54	-11.795599937438965
anbing	安並	1293	1293	501	-15.181500434875488
anbingwei	安兵衛	1291	1291	74	-11.5802001953125
anbo	安博	1291	1291	501	-14.93649959564209
anbo	岸波	1290	1290	343	-12.015399932861328
anboxing	岸博幸	1289	1289	122	-15.463000297546387
anbu	安部	1290	1290	344	-10.253700256347656
anbu	岸部	1290	1290	370	-12.154600143432617
anbu	暗部	1285	1285	212	-13.277400016784668
anbu	鞍部	1285	1285	220	-14.393500328063965
anbuchuan	安部川	1290	1290	501	-15.167200088500977
anbugongfang	安部公房	1289	1289	393	-11.608599662780762
anbujixiong	安部磯雄	1289	1289	106	-12.699299812316895
anbuminshu	安部敏樹	1289	1289	122	-18.954999923706055
anburanger	安部譲二	1289	1289	122	-18.97100067138672
anbushan	安部山	1290	1290	501	-15.308799743652344
anbusilang	岸部四郎	1289	1289	122	-15.088000297546387
anbuwu	安部屋	1293	1293	501	-15.018199920654297
anbuyide	岸部一徳	1289	1289	67	-12.53849983215332
anbuyukui	安部裕葵	1289	1289	122	-20.333999633789062
ancai	安菜	1291	1291	501	-17.644500732421875
ancai	安財	1290	1290	501	-16.83489990234375
ancha	按察	1285	1285	128	-18.28529930114746
anchan	安産	1283	1283	32	-12.424500465393066
anchan	安禅	1285	1285	501	-18.28529930114746
anchang	安場	1290	1290	279	-13.420499801635742
anchang	安昌	1291	1291	501	-17.239099502563477
anchang	暗唱	1283	1283	199	-12.92490005493164
anchanqiyuan	安産祈願	1288	1288	32	-13.66759967803955
anchashi	按察使	1285	1285	403	-18.28529930114746
ancheng	安城	1293	1293	473	-16.823699951171875
ancheng	安成	1290	1290	246	-12.52810001373291
anchengshi	安城市	1293	1293	18	-12.057999610900879
anchepulun	安車蒲輪	1285	1285	228	-15.672599792480469
anchou	暗愁	1285	1285	501	-18.28529930114746
anchu	安処	1285	1285	501	-18.28529930114746
anchu	案出	1283	1283	375	-12.879400253295898
anchuan	安川	1290	1290	497	-11.655400276184082
anchuan	岸川	1290	1290	439	-12.918899536132812
anchuan	闇船	1285	1285	501	-18.380599975585938
anchuandianji	安川電機	1292	1292	374	-12.589400291442871
anchun	安春	1291	1291	501	-14.38640022277832
anci	安詞	1291	1291	501	-16.951400756835938
ancifu	安次富	1293	1293	501	-11.537199974060059
ancilang	安次郎	1291	1291	285	-12.901800155639648
anciling	安次嶺	1293	1293	501	-15.319700241088867
ancun	安村	1290	1290	285	-12.186699867248535
ancun	岸村	1293	1293	465	-16.823699951171875
ancunzhishu	安村直樹	1289	1289	122	-15.638999938964844
anda	俺達	1306	1298	17	-10.715499877929688
anda	安打	1283	1283	377	-17.49519920349121
anda	安達	1290	1290	344	-10.097800254821777
andai	安代	1293	1293	159	-14.311400413513184
andai	暗帯	1285	1285	501	-18.28529930114746
andajun	安達郡	1288	1288	69	-14.336799621582031
andan	暗憺	1285	1285	501	-18.486000061035156
andan	暗澹	1285	1285	368	-14.044599533081055
andan	黯淡	1287	1287	501	-16.689599990844727
andanaixuzi	安達奈緒子	1289	1289	122	-20.07200050354004
andao	安導	1285	1285	501	-18.28529930114746
andao	安島	1290	1290	148	-11.55679988861084
andaoshi	安島氏	1288	1288	219	-14.365599632263184
andashi	安達氏	1288	1288	464	-14.025899887084961
andatailiang	安達太良	1293	1293	501	-16.823699951171875
andataisheng	安達泰盛	1289	1289	498	-12.707200050354004
andayoushi	安達祐実	1289	1289	122	-12.761099815368652
andayuan	安達原	1290	1290	3	-16.83489990234375
ande	俺得	1288	1288	501	-13.399999618530273
ande	俺的	1306	1299	17	-12.066399574279785
ande	安徳	1289	1289	58	-16.858200073242188
ande	安德	1289	1289	501	-17.04050064086914
ande	庵地	1290	1290	501	-14.833399772644043
ande	按地	1285	1285	501	-18.28529930114746
andetianhuang	安徳天皇	1289	1289	369	-11.491800308227539
andi	安帝	1289	1289	246	-14.498900413513184
andian	安殿	1289	1289	501	-17.04050064086914
andian	庵点	1285	1285	501	-18.28529930114746
andian	暗点	1285	1285	501	-18.28529930114746
andian	鞍点	1285	1285	336	-15.807999610900879
andiluo	安底羅	1288	1288	501	-18.019500732421875
anding	安定	1287	1287	182	-7.104000091552734
anding	案定	1285	1285	501	-18.28529930114746
andingde	安定的	1288	1288	79	-12.312999725341797
andinggan	安定感	1288	1288	198	-10.987600326538086
andinggonggei	安定供給	1287	1283	17	-12.685199737548828
andinghua	安定化	1287	1297	17	-12.708800315856934
andingji	安定剤	1288	1288	405	-12.775099754333496
andingjun	安定郡	1288	1288	58	-14.229599952697754
andingqi	安定期	1288	1288	356	-12.653800010681152
andingtongweiti	安定同位体	1288	1288	83	-12.999300003051758
andingxing	安定性	1288	1288	351	-10.508999824523926
andong	安東	1290	1290	58	-10.605199813842773
andong	安董	1291	1291	501	-17.239099502563477
andongjinshi	安東金氏	1288	1288	135	-14.410200119018555
andongshi	安東氏	1288	1288	464	-12.881500244140625
andou	暗闘	1283	1283	388	-13.902799606323242
andoujianshinv	安都堅石女	1289	1289	501	-17.04050064086914
andu	安堵	1293	1293	193	-15.479999542236328
andugan	安堵感	1283	1298	17	-12.927399635314941
andun	安敦	1289	1289	501	-17.04050064086914
anduzhuang	安堵状	1288	1288	275	-14.238100051879883
anerlang	安二郎	1291	1291	49	-13.234800338745117
anfa	安法	1289	1289	345	-17.04050064086914
anfang	安房	1293	1293	464	-12.276000022888184
anfang	安芳	1291	1291	501	-15.852800369262695
anfangguo	安房国	1288	1288	464	-12.572699546813965
anfangjun	安房郡	1288	1288	72	-13.763799667358398
anfen	安分	1285	1285	501	-18.28529930114746
anfen	按分	1283	1283	474	-13.703700065612793
anfen	案分	1283	1283	501	-15.8302001953125
